name,team,jersey_number
"BRANNING, Kahlen",,25
"KEATON, Derek",,0
"DORCIN, Willy",,33
"LOFTON, Eric",Winnipeg Blue Bombers,55
"PULU, Toni",,73
"DANZEY, De'Vonte",,62
"BENNETT, Tarik",,76
"JOSEPH, Roubbens",,50
"KUDER, Tyler",,97
"SMALLEY, Matt",,22
"SHAFNISKY, Nick",,17
"HILL, Shaq",,18
"RICHARDSON, Bobby",,91
"CARTER, Martez",,0
"JACOBS, Tramain",,24
"WAKEFIELD, Michael",Ottawa Redblacks,96
"COFIELD, Takoby",,58
"ELLIS, Avery",,23
"WALLACE, Cleveland",,27
"OPOKU, Andrew",,73
"TUCKER, Cory",,67
"EAGAN, Lloyd",,87
"YATES, Rykeem",,99
"PETERSON, Andrew",,61
"RICHARDSON, Whitney",,0
"ADAMS, Keion",,54
"JOHNSON, Vernon",,79
"VIRGIL, Lawrence",,90
"CELERIN, Joshua",,0
"PORTER, Robert",,27
"LONG, Ty",,1
"PRATT, Dayon",,0
"DOZIER, Branden",Toronto Argonauts,6
"WHITFIELD, Kermit",,0
"EDWARDS, Aiavion",,0
"RICHARDS, David",,0
"CAVER, Marcel",,0
"SANDERS, Kendall",,0
"PALMER, Louis",,0
"JONES, Riley",,52
"GALLON, Ironhead",,0
"RATELLE, Will",,38
"DARGAN, Erick",,43
"STOSHAK, Jenson",,72
"ODOM, Chris",,98
"GATEWOOD, Warren",,41
"RIVERS, David",,29
"BELLARD, Adrian",,0
"SARAO, Anthony",,54
"SCHOR, Bryan",,0
"ARENAS, Javier",,28
"DAVIS, PJ",,0
"DAVIS, Rashard",,76
"OFORI, Axel Jr.",,0
"VANLIER, Ladarius",,82
"OKAFOR, Franky",,0
"BROWN, Garry",,0
"ROSE, Larry",,0
"BUTLER, Rodney",,0
"PIPKIN, Antonio",,6
"WILSON, Julian",,45
"MARTIN-OGUIKE, Praise",,95
"NORWOOD, Levi",,0
"FREEMAN, Wil",,0
"TURNER, Jarvis",,86
"GRANT, Samajie",,86
"HARRISON, Jarvis",,53
"TOWNSEND, Greg",,91
"CLIETT, Reshard",,16
"WALDEN, Quincy",,25
"WILLIAMS, Avery",,2
"PATTERSON, Shea",Montreal Alouettes,7
"DONAHUE, Dylan",,0
"PETERS, Otha",,0
"MAYE, Kelvin",,11
"MORGAN, Joseph",,89
"FERLAND, Logan",Saskatchewan Roughriders,63
"LOUIS, Lamar",,0
"BOONE, Kadron",,85
"KINCADE, Devante",,0
"BLAIR, Dontavius",,0
"BARON, Woody",,93
"TAVARRES, Myke",,51
"LEE, Jay",,84
"TINDAL, Corey",,28
"BARBER, Trevontii",,0
"JOHNSON, Cory",,96
"WILLIAMS, Dominique",,0
"ADDISON, Bralon",Ottawa Redblacks,0
"RITCHER, Nick",,0
"LEWIS, Jameon",,0
"MACK, Ryan",,53
"JONES, Lenny",,0
"BAINES, Mitchell",,82
"LYONS, Wayne",,0
"CARLISLE, Amir",,24
"DANIEL, Robertson",,0
"SMITH, Kevin",,76
"CARRINGTON, Lloyd",,46
"KLING, John",,0
"DAVIS, Devin",,0
"NEILL, Jason",,96
"CARTER, Ruben",,62
"AWE, Micah",BC Lions,3
"ROSE, Winston",,39
"NELSON, Philip",,0
"PRESSLEY, Jhurell",,0
"MICHEL, Marken",,80
"PIERRE-LOUIS, Kevin",,48
"DUCRE, Greg",,26
"EVANS, Randall",,41
"BUNCHE, Malcolm",,66
"HENDERSON, Quadree",,80
"OUTLAW, Lonnie",,73
"BROOKS, Cariel",,25
"BUNDY, Marquis",,84
"ADAMS, Tyrell",BC Lions,0
"JONES, Tevin",Calgary Stampeders,4
"ANDERSON, Demetris",,0
"MCKAY, Mekale",,0
"GARRETT, Keyarris",,0
"SHORT, Kevin",,0
"DAVIS, Geremy",,0
"NEMBOT, Stephane",,63
"KING, Deon",,0
"ROBINSON, Josh",,34
"MAPONGA, Stansly",,58
"YARBROUGH, Eddie",,0
"MILTON, Keavon",,58
"HARRIS, RJ",,84
"MILHOUSE, Greg",,96
"PETERSON, Darrin",,80
"POWE, Darius",,0
"KOSE, Jeremiah",,52
"BOLLES, Brady",,16
"HARRIS, Darien",,0
"DARBY JR, Alden",,2
"RICE, Denzel",,0
"HAZEL, Matt",,0
"SYLVESTRE, Junior",,0
"SHULER, Miles",,82
"GRACE, Jermaine",,0
"LIKELY, William",,4
"WHITE, Melvin",,0
"PELLEY, J-min",Toronto Argonauts,69
"KAMALU, Ufomba",,99
"MCLENNAN, Ivan",,3
"HARRIS, Brandon",,4
"JENKINS, Shaneil",,93
"VALLES, Max",,0
"WHITE, Torian",,56
"KERBYSON, Kyler",,67
"HURST, Demontre",,0
"HARPER, Chris",,6
"TRAIL, Lynden",,0
"MAXEY, Johnny",,95
"STANGBY, Joshua",,87
"HENRY, Makana",,74
"TURZILLI, Andrew",,0
"COLBERT, Patrick",,60
"GIBSON, Mathu",,59
"PERINE, Denzell",,0
"BAMIRO, Michael",,0
"PHILOGENE, Brendon",,78
"MOORE, Damontre",,0
"TAVAI, JR",,10
"WILSON, Kyrie",Winnipeg Blue Bombers,19
"RICHARDSON, Trent",,33
"JACKSON, Marquis",,71
"JOHNSON, Daje",,0
"DORA, Vontarrius",,0
"SULLEYMAN, Sadat",,43
"LEBLANC, Cre'von",,29
"BENTLEY, V'Angelo",,9
"HOLLEY, Caleb",,17
"ANTHROP, Danny",,87
"ROSS, Joel",,0
"JACKSON, Don",,5
"PATTERSON, Eric",,0
"TESKEY, Chad",,0
"DAVIE, Daniel",,26
"BEAN, Jimmy",,96
"EPPS, Aaron",,59
"HUNTER, Tyler",,30
"KNIGHT, Trevor",,0
"TOVELL, Dominique",,49
"CALCUTT, Kristopher",,0
"RUSSELL, Alonzo",,0
"BROWN, Kevin",,41
"SCHROT, Dylan",,0
"BOWERS, Da'Quan",,92
"GOULET-VEILLEUX, Olivier",,43
"NEAL, Raijon",,0
"BUSH, Jarrett",,8
"EVANS, Shaq",,1
"MCCORD, Tyriq",,52
"CONNER, Kavell",,42
"ROBINSON, Andrew",,54
"VAUGHTERS, James",Winnipeg Blue Bombers,93
"IATZKO, Joseph",,66
"GRONDIN, Dillon",,48
"ALLISON, Geronimo",,0
"HILL, Will",,1
"HENDERSON, Greg",,22
"PENNY, Kenneth",,31
"DOUGHLIN, Tristan",,32
"ROSS, Brandon",,0
"ADAMS, Kadeem",,50
"BROWN, Sam",,30
"FRANCIS, Kevin",,2
"MOORE, Mike",,44
"HULL, Layne",,0
"CERESNA, Jake",Edmonton Elks,94
"TERMANSEN, Dominique",,43
"STORIE, Tyler",,0
"LUTMAN, Gavin",,0
"COUPLIN III, Jerome",,0
"ESTELLE, Kennedy",,69
"GASTON, Bruce",,0
"HALL, Marcus",,51
"BENNETT, Andrew",,0
"HOLMES, Lamar",,56
"BIGGER, Zeek",,0
"LALAMA, DJ",,25
"HORTON (N/C), Quinn",,58
"NIEUWESTEEG, Ryan",,72
"RENAUD, Frank",,40
"STANFORD, Joshua",,82
"PARRISH, Doug",,16
"KETT, Jamal",,18
"BARNETT, Mitchell",,35
"O'HALLORAN, Nathan",,38
"KASHAK, Michael",,99
"TIMS (N/C), Emmett",,44
"KOLANKOWSKI, Chris",Winnipeg Blue Bombers,67
"FRASER, A'dre",,88
"BUTCHER, Rupert",,96
"WOODMAN, Josh",,37
"JACKSON, Kevin",,0
"GROZMAN, Roman",,68
"JOHNSON, Shaquille",,88
"NOEL, Llevi",,80
"GUY, Dillon",,50
"JOHNSON, George",,84
"GAUTHIER, Shayne",Winnipeg Blue Bombers,44
"CROSS, Declan",,38
"BOUKA, Elie",,1
"BLASZKO, Brett",,89
"CAMPBELL, Jamal",,65
"DAVIS, Terrell",,33
"JAMIESON, Sean",,64
"LOFFLER, Taylor",,16
"JONES, Mike",,82
"COLQUHOUN, Arjen",,17
"CHARLAND, Mikael",,37
"BRESCACIN, Juwan",,82
"TIMMIS, Mercer",,24
"SACKEY, DJ",,65
"THOMPSON, Anthony",,23
"MOORE, Wayne",,33
"COUTURE, Michael",BC Lions,51
"CORNEY, Trent",,43
"SMITH, Tevaun",,15
"CARON, Pierre-Luc",,35
"LAUZON-SEGUIN, Jason",,58
"SINGLETON, Alex",,49
"VAILLANCOURT, Charles",,69
"NEWTON, Curtis",,44
"FAUBERT-LUSSIER, Felix",,81
"JONES, Brian",,85
"BOLDUC, Jean-Philippe",,20
"REVENBERG, Brandon",Hamilton Tiger-Cats,57
"INTZANDT, Zachary",,54
"OGBONGBEMIGA, Alex",,32
"GAGNON, Philippe",Saskatchewan Roughriders,53
"ST. JOHN, Josiah",,58
"BIEWALD, John",,53
"DECLOUX, Sean",,0
"AHLSTEDT, Keldyn",,46
"BUSHLEY, Chad",,50
"CREEAR, Willie",,0
"MOORE, CJ",,45
"DUNCAN, Kieren",,0
"PERKINS, David",,0
"JEAN-BAPTISTE, Stanley",,0
"TEAGUE, Dino",,33
"WILLIAMS, Dom",,0
"VIRGIES, Daryl",,0
"HAWKINS, Ryan",,79
"OAKMAN, Shawn",,2
"MADDY, Luther",,74
"STRIKER, Eric",,27
"PETTWAY, DJ",,0
"MCCALISTER, Alex",,0
"DAVIS, Ethan",,26
"KOSTER, Jared",,44
"THOMAS, Todd",,36
"DAVIS, Tyler",,3
"FRANK, Reuben",,77
"BARNES, Tavaris",,0
"MASTON, Mercy",,7
"MORGAN, Clifford",,2
"LADLER, Kenneth",,37
"THORNTON, Tyler",,42
"WILLIAMS, Terry",,5
"RANKIN, Joe",,26
"ROSS, Alex",,5
"SHORES, Davarus",,31
"GORDON, Thomas",,30
"PLUMMER, Terrance",,47
"HARRIS, John",,88
"CRISWELL, Anthony",,78
"HUNT-DAYS, Jabari",,76
"NIXON, Jamal",,80
"RAPER, Larry",,79
"KARLEN, Aaron",,96
"FORD, Qudarius",,21
"DAVIS, DyShawn",,35
"CAMPBELL, Terrence",,62
"MEANS, Solomon",,26
"WHITE, Cass",,0
"LEONARD, Richard",,23
"DICKSON, Xzavier",,46
"AMBLES, Markeith",,6
"ARNDT, Will",,8
"BRICE, Kentrell",,0
"ROSEWAY, Randy",,71
"ANKRAH, Jason",,96
"MITCHELL, Josh",,29
"RANDOLPH, Shakiel",,0
"PREWITT, Cody",,0
"ALFORD, Marcus",,37
"ODIASE, Osagie",,9
"BRYANT, Brandin",,96
"COLEMAN, JC",,43
"WATSON, Josh",,96
"BRACKENS, Jared",,56
"LEE, Travis",,0
"DAVIS, Chris",,25
"ARMSTEAD, Tre'Von",,62
"FURMAN, Josh",,30
"MCBRIDE, Darryl Jr.",,35
"ZYLSTRA, Brandon",,83
"GROOMS, Miles",,0
"MORRIS, Romar",,2
"DEARBORN, Jacob",,33
"PALACIO, Kache",,94
"ARBUCKLE, Nick",Toronto Argonauts,4
"STERLING, Aslam",,0
"ALEXANDER, Frank",,96
"MOSS, Douglas",,38
"MORRIS, Darius",,64
"BECKFORD, Dwayne",,0
"BOND, Travis",,58
"NEWSOME, Jonathan",,43
"WATFORD, David",,6
"BARKS, David",,0
"WALLS, Davon",,76
"LYNCH, DJ",,0
"ZIMMER, Justin",,95
"DAVIS, Darius",,0
"EDWARDS, Chris",,24
"ISLES, Nate",,66
"SCHMIDT, Ryan",,69
"BISHOP, Ken",,97
"LAFRANCE, Royce",,91
"JACKSON, Martese",,30
"MARTIN, Lawrence",,0
"JONES, Christion",,22
"MONTGOMERY, Kendall",,76
"HARRIS, Josh",,26
"EGUAVOEN, Samuel",,47
"REAVES, Deandre",,2
"NEWBERRY, Giorgio",,0
"PAUL, Gionni",,0
"LANIER II, Anthony",Toronto Argonauts,91
"MCFADDEN, Marshall",,36
"REDDEN, Terry",,96
"DE KONING, Burton",,42
"ZAMORT, Ron",,0
"WALLACE, Davonte",,62
"PEAKE, Charone",,0
"BAGGS, Donnie",,35
"HUNTER, DJ",,26
"CRUZ, AJ",,78
"MCKELVEY, Evan",,0
"TAYLOR, Raymon",,6
"THOMAS, Daniel",,0
"MATTHEWS, Cliff",,0
"EVANS, Dane",,17
"MILLER, Steve",,97
"POPE, Troymaine",,0
"GRICE, Marion",,25
"MUELLER, Ryan",,40
"HUGHES, Geoff",,45
"WILDER JR, James",,32
"RENFROW, Justin",,58
"NEALY, Quayshawn",,0
"PRICE, Sheldon",,22
"HICKS, Mylan",,31
"COX, Justin",,31
"WILLIAMS, Malcolm",,84
"WILLIAMS, Ucambre",,61
"HEBERT, Johnta",,41
"POSEY, DeVier",,8
"COPRICH, Marshaun",,7
"GLEBEN, Justin",,0
"RUSH, John",,32
"MAHONEY (N/C QB), Zack",,4
"COLLINS JR, Ricky",,2
"QUINN, Willie",,25
"FALK, Luke",,0
"TAYLOR, Nicholas",,28
"FENNER, Chandler",,22
"FARMER, Ethan",,94
"LUC, Jeff",,35
"TEMPLE, Nick",,43
"MINCY, Jonathon",,2
"STEWART, Jeremy",,0
"HOWARD, Alton",,70
"DREW, Ray",,95
"MUAMBA, Kelvin",,0
"LYONS, Caushaud",,0
"WILLIAMS, Darrell",,0
"COLEMAN, Davon",,9
"DAVIS, Jace",,1
"WASHINGTON, Corey",,6
"FREDERICK, Terrence",,25
"DENNIS, Derek",,63
"AULTMAN, Damarr",,87
"DIXON, Brandon",,0
"EDWARDS, Lavar",,95
"JENKINS, Eli",,19
"KELLY, Chad",Toronto Argonauts,12
"REAVES, Darrin",,0
"LEE, Vad",,24
"WALKER, Aundrey",,58
"BAILEY, Rasheed",,88
"MORRIS, Anthony",,69
"NWACHUKWU, Uzoma",,89
"JOHNSON, Storm",,12
"WOOTEN, Khalid",,9
"CAPERS, Avius",,0
"CRINER, Juron",,84
"EATMON, Quinterrius",,64
"PALMER, Nathan",,0
"KADDU, Josh",,95
"MASON, Danny",,95
"CLAIBORNE, Imoan",,19
"DANIELS, DaVaris",Toronto Argonauts,80
"REED, Cedric",,96
"MANNING, Terrell",,0
"MALENA, Ben",,34
"ESKRIDGE, Durrell",,46
"LONG, Deon",,86
"SCHEUERMAN, Ross",,36
"WILLIAMS, Trey",,0
"MAYS, Taylor",,25
"MEREDITH, Cameron",,0
"POWELL, William",,29
"BURNETT, Kaelin",,79
"BOYKIN, Jarrett",,81
"JEFFERSON, Cameron",,61
"JONES, Seantavius",,0
"MILEY, Arthur",,93
"PETERS, Garry",BC Lions,1
"DENNARD, Alfonzo",,20
"WASHINGTON, Brandon",,59
"HUBBARD, Adrian",,91
"PFEFFER, Ronald",,11
"COOPER, Desmond",,38
"COTTOY, Jevon",BC Lions,86
"DAVIS, Marcus",,81
"MARTIN, Chris",,0
"COLLINS, Jasper",,12
"MCDANIEL, Cam",,27
"SILAS, Jake",,59
"WASHINGTON, L'Damian",,5
"BUCHANAN, Michael",,99
"DIXON, Ahmad",,42
"WENDEL, Derek",,5
"KANKOLONGO, Nehemie",,40
"ALLEN, Darius",,95
"ROSE, Jonathan",,0
"MITCHELL, Timothy",,67
"SERMONS, Brandon",,19
"JOHNSON, Antonio",,57
"CRAIG, Joe",,12
"ENCHILL, Phillip",,70
"GOLDING, Marvin-James",,50
"YANSANE, Fode",,0
"LANGLAIS, William",Calgary Stampeders,23
"CONNOP, Rory",,95
"KONAR, Adam",BC Lions,31
"BODANIS, James",,66
"MURRAY-LAWRENCE, Shaquille",,22
"CAMPBELL, Tevaughn",Saskatchewan Roughriders,26
"WALKER, Cameron",,96
"LANGA, Jonathan",,30
"DURANT, Lemar",,1
"ARCHAMBEAULT, Byron",,41
"BEARD, David",Edmonton Elks,57
"MORGAN, Brendan",,21
"BOYKO, Brett",Edmonton Elks,69
"BUCKLEY, Andrew",,15
"SMITH, Blair",,48
"TENNANT, Brandon",,91
"FORDE, Maxx",,48
"BRADFIELD, Kevin",,86
"ABANKWAH, Melvin",,78
"LAWLOR, Quinn",,67
"WARDEN, Justin",,50
"LAFRANCE, Kienan",,27
"JANKE, Dexter",,31
"COVINGTON, Christian",BC Lions,56
"ALLISON, Campbell",,51
"SHORTILL, Nick",,23
"DAVIDSON, Mikhail",,88
"WAUD, Daryl",,93
"CAMPBELL, Dillon",,30
"RICHARDS, Addison",,86
"LATTANZIO, Ettore",,49
"HARTY, Jake",,19
"CHARETTE, Alexander",,80
"REA, Matthew",,44
"JOHNSON, Andrew",,84
"RUBY, Jacob",Ottawa Redblacks,54
"GROULX, Danny",,50
"DEMSKI, Nic",Winnipeg Blue Bombers,10
"NORMAND, Christophe",,38
"BLANC, Jean-Samuel",,42
"CLARKE, Adrian",,51
"BRIDGE, Brandon",,2
"MRABURE, Ese",,92
"OMARA, Ron",,42
"ACKIE, Chris",,21
"MCEWEN, Sean",Saskatchewan Roughriders,51
"DOLL, Tanner",,56
"CHUNGH, Sukh",,65
"MATEAS, Alex",,56
"GREENE, Khaseem",,0
"BATES, Phil",,88
"JOSEY, Henry",,20
"LANE, Darious",,27
"HATCHIE, Micah",,58
"SMITH, Jacques",,74
"HIGHTOWER, Forrest",,12
"GREEN, Alex",,15
"PAGE, Cleshawn",,0
"MORRIS, Greg",,22
"MITCHELL, Bryant",,80
"WILLIAMS, Edward",,87
"BROWN, Vincent",,61
"HOLLINS, Tyree",,26
"VAUGHN, Cassius",,26
"GREEN, Shayon",,49
"ONTKO, Cameron",,30
"HARRIS, Maleki",,31
"WILSON, Greg",,84
"PURIFOY, Loucheiz",,0
"BELUE, Deion",,15
"CASTILLO, Sergio",Winnipeg Blue Bombers,14
"CARROLL, Alex",,87
"EARLY, Ray",,13
"MASSAQUOI, Jonathan",,0
"REAVES, Jordan",,10
"WORTHY, Chandler",,27
"ROBINSON, Rashard",,0
"BLACKMON, Will",,0
"WRIGHT, Martin",,79
"WAGGONER, Garrett",,22
"ROBERSON, Tre",,31
"WYNN, Dylan",Montreal Alouettes,98
"WALKER, Derel",,18
"RODGERS II, Kacy",,45
"VAN ROTEN, Greg",,62
"ACREE, Matt",,79
"LEONARD, AC",,3
"ROBERTS, CJ",,17
"FERA, Anthony",,38
"BASS, Khalil",,4
"KNOX JR., Jeff",,23
"WOOD, Cierre",,0
"MITCHEL, Tevin",,32
"ROBERTS, Mark",,32
"SHIRLEY, Josh",,98
"MCGHEE, Greg",,16
"BOYETT, John",,31
"TULL, Davis",,93
"SULLEN, Jordan",,0
"WRIGHT, Demetrius",,20
"BERRY, Aaron",,38
"MCDONALD, Tevin",,33
"ALLEN, Etauj",,2
"RIDDICK, Shaquille",,0
"TAYLOR, LaVance",,31
"ADAMS, Johnny",,20
"HUDSON, Andrew",,54
"BRYANT, Serderius",,10
"HUNT, Akeem",,0
"JONES, Cardale",,0
"DOE, Kenzel",,86
"ALFORD, Mario",Saskatchewan Roughriders,2
"HAWKINS, Travis",,19
"POINTER, Quinton",,29
"JAMES, Kendall",,37
"FLANDERS, Timothy",,20
"JOHNSON, Keelan",,41
"LOUKS, Corbin",,4
"MARSHALL, Korliss",,0
"WYNN, Shane",,0
"WILLIAMS, Mike",,0
"BELL, Shakir",,30
"HOWSARE, Julian",Hamilton Tiger-Cats,95
"WHALEN, Griff",,0
"CUTRER, Jeremy",,28
"MCNEILL, Douglas",,1
"BARRETT, JT",,0
"FOGG, Kevin",,23
"GREEN, Jonte",,19
"GARDNER, Devin",,98
"ROBINSON, Gerell",,0
"LEONE, Richie",Ottawa Redblacks,13
"CALISTE, Justin",,0
"GREEN, Isaiah",,25
"MARSHALL, Cameron",,27
"SMITH, Will",,37
"VAN, Travon",,30
"ANDERSON, Ri'Shard",,0
"DANIELS, Jace",,59
"OJO, John",,26
"SMITH, Devin",,19
"JOHNSON, Derrell",,56
"VAUGHN, Rahsaan",,0
"JOHNSON, Darryl",,0
"LAWRENCE, Rashad",,85
"BOLDEWIJN, Geraldo",,18
"BURTON, Pierce",,54
"UKO, George",,92
"WILLIAMS, Everton",,53
"WELLS, Matthew",,48
"HINDS, David",,20
"HILL, Stephen",,0
"CARMICHAEL, Rashad",,4
"VAN DYK, Mitchell",,0
"PAINTER, Vinston",,0
"WALKER, P.J.",Calgary Stampeders,2
"HILL, Kenny",,0
"COX, Rakim",,77
"CLARKE, Steven",,29
"ROH, Craig",,93
"GLOVER-WRIGHT, Tay",,24
"BUTLER, Crezdon",,24
"FORD, Jacoby",,12
"CUNNINGHAM, BJ",,85
"FORD, Michael",,34
"LINDLEY, Ryan",,14
"ELLIOTT, Kevin",,18
"HARRISON, Tory",,34
"BINNS, Armon",,0
"JACOBS, Chuck",,0
"IRVIN, Corvey",,95
"CAMPBELL, Tommie",,23
"SHEPPARD, Gerrard",,88
"SHAW, Kenny",,86
"LANKFORD, Ryan",,17
"WHALEY, Chris",,0
"GAITOR, Anthony",,23
"STREETER, Tommy",,0
"LOCKETT, Colin",,86
"SEARS, Marte",,38
"CAMPBELL, Bruce",,69
"LEWIS, Tommylee",,7
"BOATRIGHT, Kenneth",,79
"PETERSON, Craig",,0
"NELSON, Kyle",BC Lions,47
"DUBUISSON, Mike",,19
"KELLY, Colin",,66
"BROWN, Sammy",,56
"ABERNATHY, Ralph-David",,21
"ALLEN, Anthony",,35
"LYN, Keondrick",,39
"OLSON, Jake",,50
"HARDRICK, Jermarcus",Saskatchewan Roughriders,52
"GURLEY, Tori",,84
"FREEMAN, Josh",,12
"GAINES, Rogers",,59
"O'BRIEN, Danny",,2
"ELLIS, Dominique",,3
"MCCOIL SR, Dexter",,26
"YACHISON, Derek",,71
"SCOTT, Padric",,99
"BURNHAM, Bryan",,16
"HALLIDAY, Connor",,5
"BULLITT, Terrance",,33
"EVANS, Ciante",Montreal Alouettes,25
"MALCOLM, Kevin",,54
"BEAULIEU, Jean-Christophe",,46
"MEDEIROS, Zackary",,46
"CRAPIGNA, Tyler",,14
"WEBSTER, Matt",,20
"DUPUIS, Alexandre",,30
"WIGGAN, Derek",,95
"MILES, Thomas",,52
"MENARD, David",,92
"TUCK, James",,40
"JONES, Derek",,0
"CHIN, Casey",,39
"THIBAULT, Adam",,2
"ROMICK, Nigel",Ottawa Redblacks,47
"FINLEY, Jeffery",,49
"DHILLON, Jaskaran",,55
"BRIGGS, Jesse",,34
"LOCHARD, Pascal",,34
"MACDONELL, Scott",,83
"AINSWORTH, Dylan",,99
"LUE, Andrew",,19
"GILL, Evan",,52
"LANDRY, Beau",,20
"SMITH, Quinn",,69
"BAILEY, Devon",,83
"FOUCAULT, David",BC Lions,68
"PRUNEAU, Antoine",,6
"COOMBS, Anthony",,8
"GOOSSEN, Matthias",,61
"LAVERTU, Pierre",,63
"HAMPTON, Victor",,1
"NELSON, Mike",,0
"HAWKINS, Donald",,61
"SCHWENKE, Kona",,63
"PERKINS, LaDarius",,22
"QUARLES, Kelcy",,74
"JEFFCOAT, Jackson",,94
"HENDERSON, Seantrel",,0
"LEWIS, Jeremy",,60
"BAZZIE, Alex",,53
"BENNETT, Bryan",,6
"RICHARDSON, Shaquille",,1
"OJURI, Sam",,22
"KELLY, Bryson",,0
"KANNEH, Abdul",,14
"FRASER, Kashawn",,94
"LEE, TJ",BC Lions,6
"SMITH, Ryan",,12
"SEISAY, Mohammed",,14
"SMITH, Marlon",,96
"UNAMBA, Don",,0
"PALMER, Kelvin",,63
"LOUIS-JEAN, Albert",,0
"ROGERS, Justin",,19
"LEWIS, Keith",,0
"JONES, Chandler",,80
"RICHARDS, Randy",,55
"MAHER, Brett",,3
"OLIVER, Branden",,0
"JOHNSON, Delano",,95
"FINCH, Roy",,14
"SIMS, Quentin",,0
"BURSE, Isaiah",,0
"BURNETT, Tony",,26
"ADAMS, Royce",,28
"FOKETI, Manase",,57
"ELSWORTH, Kyler",,41
"KILGORE, Logan",,15
"WATERS, Jake",,19
"WILLIAMS, Marquise",,12
"JOHNSON, Matt",,3
"FRANCIS, Josh",,73
"ROGERS, Eric",,24
"KNAPTON, Gabriel",,55
"LEVINGSTON, Lazarius",,92
"WHITLOCK, Nikita",,49
"ADEKOLU, Stephen",,83
"GAVINS, Jerrell",,4
"BEDE, Boris",,14
"JENNINGS, Jonathon",,3
"SPENCER, Diontae",,85
"SAUNDERS, Jalen",,13
"HAJRULLAHU, Lirim",Toronto Argonauts,70
"ROSS, Daniel",,93
"POSEY, Julian",,29
"MONTGOMERY, Sam",,99
"JACKSON, Mark",,0
"WHITE, Mitchell",,12
"FOSTER, Otha",,31
"FRANKLIN, James",,8
"WHONDER, Akeem",,46
"FAJARDO, Cody",Edmonton Elks,7
"DAVIS, Troy",,92
"REED, Taylor",,35
"SMITH, Brett",,16
"NEVIS, Drake",,92
"MCKNIGHT, Joe",,33
"COLE, Justin",,93
"BARNES, TJ",,0
"TRACY, Adrian",,5
"CARDEN, Shane",,5
"HEATH, TJ",,24
"OWUSU-ANSAH, Akwasi",,9
"ROLLE, Jumal",,25
"JONES, Korey",,45
"YELL, Ronnie",,25
"MARSHALL, Nick",,3
"TASKER, Luke",,17
"CASEY, Chance",,0
"LAWRENCE, Kendial",,32
"WHITE, Myles",,8
"JENSEN, Brock",,16
"IGBINOSUN, Ikponmwosa",,97
"STOUDERMIRE, Troy",,11
"HAZEL, Paul",,98
"ROSS, Rashad",,0
"SINKFIELD, Terrell",,14
"DAVIS, Akeem",,0
"THOMPKINS, Kenbrell",,2
"PRUKOP, Dakota",,7
"HERRON, Robert",,0
"REEDY, Bernard",,0
"ROBINSON, Jermaine",,29
"ADCOCK, Levy",,65
"PADEN, Khalil",,13
"REINHART, Jake",,58
"MINTER, Zach",,96
"WHITE, Lorenzo",,47
"DAVIS, Emanuel",,8
"STAFFORD, Kenny",,85
"SIMS, Phillip",,19
"COATES, Matt",,2
"BATEMAN, Jake",,0
"SANKEY, Bishop",,0
"ELLINGSON, Greg",,82
"RICHARDS, Jeff",,24
"BREAUX SR, Delvin",,23
"JACKSON, Anthony",,3
"BISHOP, Freddie III",,95
"OKPALAUGO, Tristan",,54
"GILLANDERS, Brendan",,25
"THORN, Cameron",,58
"LAUTHER, Brett",Saskatchewan Roughriders,12
"NGOYI, Elie",,97
"DALY, Mike",,35
"MOORE, Spencer",,80
"KING, Neil",,43
"ALBRIGHT, Matthew",,53
"VONK, Matt",,50
"KLASSEN, Michael",,94
"HUS, Jorgen",Saskatchewan Roughriders,46
"BOULAY, Nicolas",,48
"POWER, Charlie",,46
"JOSEPH, Jesse",,92
"ADJEI, Natey",,3
"LOKOMBO, Boseko",,20
"PRIME, Carl-Olivier",,46
"WILLIAMS, Connor",,99
"GABRIEL, Jermaine",,0
"D'AGUILAR, Benjamin",,95
"HAIDARA, Seydou Junior",,80
"CHARLES, Stefan",,96
"MACMILLAN, Nolan",,66
"STEWARD, Hunter",,53
"WATMAN, Corey",,56
"EDEM, Mike",,15
"GAYDOSH, Linden",,93
"HAWKINS, Lavelle",,7
"CULBERT, Major",,22
"OKOYE, Lawrence",,90
"SMITH, Rodney",,81
"WHITE, John",,5
"ADAMS, Vernon Jr.",Calgary Stampeders,3
"WILD, Ian",,44
"JORDEN, Kamar",,88
"RIVERS, Gerald",,56
"JEFFERSON, Willie",Winnipeg Blue Bombers,5
"MATHEWS, Jeff",,4
"GRYMES, Aaron",,36
"LACEY, Deon",,40
"CROMARTIE, Marcus",,15
"WILSON, Ridge",,92
"HORSLEY, Kenneth",,98
"OKINE, Earl",,91
"PARKS, Terrance",,31
"DAVIS, Ja'Gared",,56
"BROOKS, Mic'hael",,93
"WENNING, Keith",,0
"HARRIS, Jeremy",,0
"SMITH, Jamill",,4
"HOFFMAN, Cody",,83
"THOMPSON, Brandyn",,24
"RAINEY, Chris",,3
"BELTRE, Frank",,94
"GALE, Mitchell",,14
"ADAMS, Darvin",,1
"LEGGETT, Maurice",,31
"WILLIAMS, Duke",,1
"MARSHALL, Andrew",,90
"WILSON, Marquess",,0
"KNOX, Kyle",,46
"RICE, Landon",Montreal Alouettes,55
"CATO, Rakeem",,12
"SHERMAN, Teague",,22
